#+++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++
#
#   IPW-3 Final Ice Shape DATA SUBMITTAL FORM for Test Case NACA0012_AE3933, May 18th 2026
#
#       NOMENCLATURE:
#             X_ICED [m]:  X-coordinate of the iced surface
#             Y_ICED [m]:  Y-coordinate of the iced surface
#             Z_ICED [m]:  Z-coordinate of the iced surface
#
#                XXmm:  Roughness height used for the case, in mm.
#                       In the zone name, use the format KS_XXmm.
#                       For example, if k_s = 1.5 mm, use KS_1p5mm. 
#                       For Variable roughness, use KS_VAR
#
#    FLOW CONDITIONS:
#                                   AOA: 4.0 deg
#                           Mach Number: 0.3127 [-]
#       Mean aerodynamic chord (M.A.C.): 0.5334 [m]
#                       Reynolds Number: 3.8947 million (based on MAC)
#                       Freestream Temp: 265.8 [K]
#                        Reference area: 0.97548 [m2]
#               Moment Reference Center: 0.13335, 0, 0 [m] (X, Y, Z)
#
#    ICING CONDITIONS:
#                           Icing Time: 420 [s]
#                                  LWC: 0.55 [g/m3]
#                                  MVD: 20 [μm]
#
#              NOTES: 1. Please use at least 5 decimal places in the numerical values
#                     2. If data are NOT provided, please fill data fields with a numerical value of "-999" 
#
#++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++

AUXDATA NUM_LAYERS  = "5"
                                              
VARIABLES = "X_ICED" "Y_ICED" "Z_ICED"

ZONE T="SLICE_Y_0p9144_BINS01_KS_XXmm_SINGLE_LAYER"
 9.993135929E-03 9.143846035E-01 2.027039416E-02
 9.320084006E-03 9.143846035E-01 2.002669498E-02
 9.319359437E-03 9.143846035E-01 2.002643235E-02
 8.596166037E-03 9.143846035E-01 1.990046538E-02
 8.595387451E-03 9.143846035E-01 1.990032941E-02
 7.792789955E-03 9.143846035E-01 1.991892792E-02
 7.791925687E-03 9.143846035E-01 1.991894841E-02
 6.923319772E-03 9.143846035E-01 2.004092559E-02
 6.922384724E-03 9.143846035E-01 2.004105784E-02
 6.010704674E-03 9.143846035E-01 2.021201327E-02
 6.009723060E-03 9.143846035E-01 2.021219768E-02
 5.036075134E-03 9.143846035E-01 2.044687793E-02
 5.035026930E-03 9.143846035E-01 2.044713125E-02
 3.861440113E-03 9.143846035E-01 2.092521265E-02
 3.860176541E-03 9.143846035E-01 2.092572674E-02
 1.988705946E-03 9.143846035E-01 2.225419693E-02
 1.986691030E-03 9.143846035E-01 2.225562744E-02
 -1.836248208E-03 9.143846035E-01 2.584381215E-02
 -1.840364188E-03 9.143846035E-01 2.584767528E-02
 -8.954073302E-03 9.143846035E-01 3.290989250E-02
 -8.961732499E-03 9.143846035E-01 3.291749582E-02
 -1.647432894E-02 9.143846035E-01 3.956410661E-02
 -1.648241654E-02 9.143846035E-01 3.957126290E-02
 -1.951545663E-02 9.143846035E-01 4.054941982E-02
 -1.951872185E-02 9.143846035E-01 4.055047408E-02
 -1.975412108E-02 9.143846035E-01 3.851182014E-02
 -1.975437440E-02 9.143846035E-01 3.850962594E-02
 -1.971779391E-02 9.143846035E-01 3.627901524E-02
 -1.971775480E-02 9.143846035E-01 3.627661243E-02
 -1.966448501E-02 9.143846035E-01 3.411786631E-02
 -1.966442727E-02 9.143846035E-01 3.411554173E-02
 -1.961483434E-02 9.143846035E-01 3.207518533E-02
 -1.961478032E-02 9.143846035E-01 3.207298741E-02
 -1.928876899E-02 9.143846035E-01 2.988808788E-02
 -1.928841881E-02 9.143846035E-01 2.988573536E-02
 -1.846012287E-02 9.143846035E-01 2.747219056E-02
 -1.845923066E-02 9.143846035E-01 2.746959217E-02
 -1.739027537E-02 9.143846035E-01 2.508302219E-02
 -1.738912426E-02 9.143846035E-01 2.508045360E-02
 -1.642274298E-02 9.143846035E-01 2.290635929E-02
 -1.642170176E-02 9.143846035E-01 2.290401794E-02
 -1.564593986E-02 9.143846035E-01 2.097862959E-02
 -1.564510539E-02 9.143846035E-01 2.097655647E-02
 -1.473138575E-02 9.143846035E-01 1.915379800E-02
 -1.473040227E-02 9.143846035E-01 1.915183477E-02
 -1.360517554E-02 9.143846035E-01 1.738822088E-02
 -1.360396389E-02 9.143846035E-01 1.738632284E-02
 -1.260676142E-02 9.143846035E-01 1.580301113E-02
 -1.260568760E-02 9.143846035E-01 1.580130681E-02
 -1.155290101E-02 9.143846035E-01 1.434070431E-02
 -1.155176759E-02 9.143846035E-01 1.433913130E-02
 -1.034216676E-02 9.143846035E-01 1.300754771E-02
 -1.034086477E-02 9.143846035E-01 1.300611440E-02
 -9.312801994E-03 9.143846035E-01 1.182931010E-02
 -9.311695583E-03 9.143846035E-01 1.182804350E-02
 -8.320719004E-03 9.143846035E-01 1.077824645E-02
 -8.319651708E-03 9.143846035E-01 1.077711582E-02
 -7.274974138E-03 9.143846035E-01 9.844869375E-03
 -7.273849566E-03 9.143846035E-01 9.843865409E-03
 -6.458899006E-03 9.143846035E-01 9.026370943E-03
 -6.458021700E-03 9.143846035E-01 9.025490843E-03
 -5.797527265E-03 9.143846035E-01 8.279880509E-03
 -5.796816200E-03 9.143846035E-01 8.279077709E-03
 -5.128614604E-03 9.143846035E-01 7.599426433E-03
 -5.127895158E-03 9.143846035E-01 7.598694880E-03
 -4.431013484E-03 9.143846035E-01 6.994581316E-03
 -4.430263303E-03 9.143846035E-01 6.993930787E-03
 -3.724840237E-03 9.143846035E-01 6.443082821E-03
 -3.724080743E-03 9.143846035E-01 6.442489568E-03
 -3.143015783E-03 9.143846035E-01 5.923008546E-03
 -3.142390167E-03 9.143846035E-01 5.922449287E-03
 -2.615308156E-03 9.143846035E-01 5.436575506E-03
 -2.614740748E-03 9.143846035E-01 5.436052568E-03
 -2.079298254E-03 9.143846035E-01 4.987073131E-03
 -2.078721765E-03 9.143846035E-01 4.986589774E-03
 -1.604491379E-03 9.143846035E-01 4.543010145E-03
 -1.603980782E-03 9.143846035E-01 4.542532377E-03
 -1.142896945E-03 9.143846035E-01 4.118440207E-03
 -1.142400550E-03 9.143846035E-01 4.117983393E-03
 -6.496593123E-04 9.143846035E-01 3.730264027E-03
 -6.491288077E-04 9.143846035E-01 3.729846561E-03
 -1.858070173E-04 9.143846035E-01 3.344323253E-03
 -1.853081776E-04 9.143846035E-01 3.343908116E-03
 2.163330937E-04 9.143846035E-01 2.935350873E-03
 2.167655184E-04 9.143846035E-01 2.934911055E-03
 5.784803070E-04 9.143846035E-01 2.505846554E-03
 5.788697745E-04 9.143846035E-01 2.505384618E-03
 9.037040872E-04 9.143846035E-01 2.045019763E-03
 9.040537989E-04 9.143846035E-01 2.044524066E-03
 1.178001054E-03 9.143846035E-01 1.535584335E-03
 1.178296050E-03 9.143846035E-01 1.535036368E-03
 1.436039689E-03 9.143846035E-01 9.953149129E-04
 1.436317223E-03 9.143846035E-01 9.947337676E-04
 1.717366395E-03 9.143846035E-01 4.480914795E-04
 1.717668958E-03 9.143846035E-01 4.475029418E-04
 2.025126247E-03 9.143846035E-01 -9.683185635E-05
 2.025457332E-03 9.143846035E-01 -9.741791291E-05
 2.358538099E-03 9.143846035E-01 -6.434934912E-04
 2.358896658E-03 9.143846035E-01 -6.440814468E-04
 2.718156902E-03 9.143846035E-01 -1.193962293E-03
 2.718543634E-03 9.143846035E-01 -1.194554265E-03
 3.100171918E-03 9.143846035E-01 -1.744654262E-03
 3.100582864E-03 9.143846035E-01 -1.745246584E-03
 3.503873246E-03 9.143846035E-01 -2.297488507E-03
 3.504307475E-03 9.143846035E-01 -2.298083156E-03
 3.931660205E-03 9.143846035E-01 -2.853474580E-03
 3.932120278E-03 9.143846035E-01 -2.854072489E-03
 4.382221494E-03 9.143846035E-01 -3.411445068E-03
 4.382706247E-03 9.143846035E-01 -3.412045073E-03
 4.854481202E-03 9.143846035E-01 -3.972499166E-03
 4.854989238E-03 9.143846035E-01 -3.973102663E-03
 5.345616955E-03 9.143846035E-01 -4.541378468E-03
 5.346145015E-03 9.143846035E-01 -4.541990347E-03
 5.847058725E-03 9.143846035E-01 -5.125619937E-03
 5.847597960E-03 9.143846035E-01 -5.126248114E-03
 6.362344138E-03 9.143846035E-01 -5.729894619E-03
 6.362898275E-03 9.143846035E-01 -5.730544683E-03
 6.904981099E-03 9.143846035E-01 -6.325764116E-03
 6.905564573E-03 9.143846035E-01 -6.326404866E-03
 7.485166658E-03 9.143846035E-01 -6.903215777E-03
 7.485790644E-03 9.143846035E-01 -6.903836969E-03
 8.089325391E-03 9.143846035E-01 -7.485030685E-03
 8.089975454E-03 9.143846035E-01 -7.485656533E-03
 8.701991290E-03 9.143846035E-01 -8.080034517E-03
 8.702650666E-03 9.143846035E-01 -8.080674335E-03
 9.344060905E-03 9.143846035E-01 -8.673182689E-03
 9.344751015E-03 9.143846035E-01 -8.673820645E-03
 1.001793239E-02 9.143846035E-01 -9.253066033E-03
 1.001865696E-02 9.143846035E-01 -9.253690019E-03
 1.070791297E-02 9.143846035E-01 -9.835200384E-03
 1.070865523E-02 9.143846035E-01 -9.835826233E-03
 1.142694242E-02 9.143846035E-01 -1.041356660E-02
 1.142771542E-02 9.143846035E-01 -1.041418873E-02
 1.217371691E-02 9.143846035E-01 -1.097872667E-02
 1.217451971E-02 9.143846035E-01 -1.097933482E-02
 1.293790992E-02 9.143846035E-01 -1.155074872E-02
 1.293873228E-02 9.143846035E-01 -1.155136432E-02
 1.372284349E-02 9.143846035E-01 -1.212505344E-02
 1.372368727E-02 9.143846035E-01 -1.212567091E-02
 1.452935487E-02 9.143846035E-01 -1.269204263E-02
 1.453022193E-02 9.143846035E-01 -1.269265264E-02
 1.536575519E-02 9.143846035E-01 -1.325751748E-02
 1.536665484E-02 9.143846035E-01 -1.325812563E-02
 1.622145437E-02 9.143846035E-01 -1.381541230E-02
 1.622237451E-02 9.143846035E-01 -1.381601207E-02
 1.709757373E-02 9.143846035E-01 -1.437436882E-02
 1.709851623E-02 9.143846035E-01 -1.437496953E-02
 1.799865626E-02 9.143846035E-01 -1.493412722E-02
 1.799962483E-02 9.143846035E-01 -1.493472885E-02
 1.891621575E-02 9.143846035E-01 -1.549092401E-02
 1.891720295E-02 9.143846035E-01 -1.549152285E-02
 1.986593753E-02 9.143846035E-01 -1.603424177E-02
 1.986695826E-02 9.143846035E-01 -1.603482664E-02
 2.083643526E-02 9.143846035E-01 -1.656516641E-02
 2.083747834E-02 9.143846035E-01 -1.656573825E-02
 2.182777040E-02 9.143846035E-01 -1.709126495E-02
 2.182883583E-02 9.143846035E-01 -1.709183119E-02
 2.285128832E-02 9.143846035E-01 -1.760659553E-02
 2.285238914E-02 9.143846035E-01 -1.760715060E-02
 2.389215492E-02 9.143846035E-01 -1.811602153E-02
 2.389327437E-02 9.143846035E-01 -1.811656915E-02
 2.494809590E-02 9.143846035E-01 -1.862958260E-02
 2.494923212E-02 9.143846035E-01 -1.863013580E-02
 2.602886967E-02 9.143846035E-01 -1.913735271E-02
 2.603003196E-02 9.143846035E-01 -1.913789846E-02
 2.713339590E-02 9.143846035E-01 -1.963309385E-02
 2.713458426E-02 9.143846035E-01 -1.963362657E-02
 2.826177888E-02 9.143846035E-01 -2.012725361E-02
 2.826299332E-02 9.143846035E-01 -2.012778446E-02
 2.940600924E-02 9.143846035E-01 -2.062276565E-02
 2.940724045E-02 9.143846035E-01 -2.062329836E-02
 3.056862019E-02 9.143846035E-01 -2.111654356E-02
 3.056987002E-02 9.143846035E-01 -2.111707442E-02
 3.175641224E-02 9.143846035E-01 -2.160427347E-02
 3.175769001E-02 9.143846035E-01 -2.160479873E-02
 3.296232596E-02 9.143846035E-01 -2.208401822E-02
 3.296362236E-02 9.143846035E-01 -2.208453417E-02
 3.418933973E-02 9.143846035E-01 -2.255493589E-02
 3.419065848E-02 9.143846035E-01 -2.255544253E-02
 3.544291854E-02 9.143846035E-01 -2.301451005E-02
 3.544426709E-02 9.143846035E-01 -2.301500365E-02
 3.671930730E-02 9.143846035E-01 -2.346124128E-02
 3.672068194E-02 9.143846035E-01 -2.346172184E-02
 3.801469132E-02 9.143846035E-01 -2.390605211E-02
 3.801608458E-02 9.143846035E-01 -2.390653081E-02
 3.932689503E-02 9.143846035E-01 -2.435501292E-02
 3.932830691E-02 9.143846035E-01 -2.435549535E-02
 4.065584764E-02 9.143846035E-01 -2.480239049E-02
 4.065727815E-02 9.143846035E-01 -2.480287105E-02
 4.200807586E-02 9.143846035E-01 -2.524237148E-02
 4.200952873E-02 9.143846035E-01 -2.524284460E-02
 4.338352755E-02 9.143846035E-01 -2.567611635E-02
 4.338500649E-02 9.143846035E-01 -2.567658201E-02
 4.477758333E-02 9.143846035E-01 -2.610587142E-02
 4.477908090E-02 9.143846035E-01 -2.610633336E-02
 4.619148374E-02 9.143846035E-01 -2.652537823E-02
 4.619300365E-02 9.143846035E-01 -2.652582899E-02
 4.762261361E-02 9.143846035E-01 -2.693082765E-02
 4.762415215E-02 9.143846035E-01 -2.693126351E-02
 4.908845574E-02 9.143846035E-01 -2.729854360E-02
 4.909003153E-02 9.143846035E-01 -2.729893848E-02
 5.060803518E-02 9.143846035E-01 -2.751258947E-02
 5.060967058E-02 9.143846035E-01 -2.751281857E-02
 5.225877091E-02 9.143846035E-01 -2.722353116E-02
 5.226054788E-02 9.143846035E-01 -2.722322010E-02
 5.418850482E-02 9.143846035E-01 -2.577940375E-02
 5.419057980E-02 9.143846035E-01 -2.577784844E-02
 5.632390454E-02 9.143846035E-01 -2.343082055E-02
 5.632620305E-02 9.143846035E-01 -2.342829295E-02
 5.824385583E-02 9.143846035E-01 -2.202882804E-02
 5.824591964E-02 9.143846035E-01 -2.202732116E-02
 5.986944586E-02 9.143846035E-01 -2.200304717E-02
 5.987119302E-02 9.143846035E-01 -2.200302109E-02
 6.145901978E-02 9.143846035E-01 -2.221549302E-02
 6.146072969E-02 9.143846035E-01 -2.221572213E-02
 6.306754053E-02 9.143846035E-01 -2.242148109E-02
 6.306926906E-02 9.143846035E-01 -2.242170274E-02
 6.469209492E-02 9.143846035E-01 -2.263500541E-02
 6.469384581E-02 9.143846035E-01 -2.263523452E-02
 6.633239239E-02 9.143846035E-01 -2.285351604E-02
 6.633415818E-02 9.143846035E-01 -2.285375074E-02
 6.799010932E-02 9.143846035E-01 -2.307412215E-02
 6.799189001E-02 9.143846035E-01 -2.307435870E-02
 6.966345757E-02 9.143846035E-01 -2.330147475E-02
 6.966526061E-02 9.143846035E-01 -2.330171876E-02
 7.135146111E-02 9.143846035E-01 -2.354599349E-02
 7.135327905E-02 9.143846035E-01 -2.354625612E-02
 7.305145264E-02 9.143846035E-01 -2.381861955E-02
 7.305327803E-02 9.143846035E-01 -2.381891198E-02
 7.476460189E-02 9.143846035E-01 -2.411500923E-02
 7.476644218E-02 9.143846035E-01 -2.411532775E-02
 7.649373263E-02 9.143846035E-01 -2.442082576E-02
 7.649559528E-02 9.143846035E-01 -2.442115545E-02
 7.824167609E-02 9.143846035E-01 -2.472640947E-02
 7.824355364E-02 9.143846035E-01 -2.472673729E-02
 8.000689000E-02 9.143846035E-01 -2.502828650E-02
 8.000878990E-02 9.143846035E-01 -2.502861060E-02
 8.179141581E-02 9.143846035E-01 -2.532649972E-02
 8.179333806E-02 9.143846035E-01 -2.532682009E-02
 8.359318227E-02 9.143846035E-01 -2.562190779E-02
 8.359511942E-02 9.143846035E-01 -2.562222630E-02
 8.541317284E-02 9.143846035E-01 -2.591458149E-02
 8.541513234E-02 9.143846035E-01 -2.591489628E-02
 8.725148439E-02 9.143846035E-01 -2.620352432E-02
 8.725345880E-02 9.143846035E-01 -2.620383538E-02
 8.910802007E-02 9.143846035E-01 -2.648973279E-02
 8.911001682E-02 9.143846035E-01 -2.649004012E-02
 9.098187089E-02 9.143846035E-01 -2.677213959E-02
 9.098388255E-02 9.143846035E-01 -2.677244321E-02
 9.287394583E-02 9.143846035E-01 -2.705181018E-02
 9.287597984E-02 9.143846035E-01 -2.705211006E-02
 9.478333592E-02 9.143846035E-01 -2.732767910E-02
 9.478539228E-02 9.143846035E-01 -2.732797526E-02
 9.671096504E-02 9.143846035E-01 -2.760080993E-02
 9.671303630E-02 9.143846035E-01 -2.760110423E-02
 9.865588695E-02 9.143846035E-01 -2.787014283E-02
 9.865798056E-02 9.143846035E-01 -2.787043341E-02
 1.006181389E-01 9.143846035E-01 -2.813567780E-02
 1.006202474E-01 9.143846035E-01 -2.813596278E-02
 1.025976762E-01 9.143846035E-01 -2.839740552E-02
 1.025998071E-01 9.143846035E-01 -2.839768678E-02
 1.045944616E-01 9.143846035E-01 -2.865632810E-02
 1.045966074E-01 9.143846035E-01 -2.865660749E-02
 1.066095531E-01 9.143846035E-01 -2.891152166E-02
 1.066117212E-01 9.143846035E-01 -2.891179547E-02
 1.086408794E-01 9.143846035E-01 -2.916383930E-02
 1.086430624E-01 9.143846035E-01 -2.916411124E-02
 1.106895208E-01 9.143846035E-01 -2.941235714E-02
 1.106917262E-01 9.143846035E-01 -2.941262349E-02
 1.127554625E-01 9.143846035E-01 -2.965706959E-02
 1.127576828E-01 9.143846035E-01 -2.965733223E-02
 1.148377135E-01 9.143846035E-01 -2.989791334E-02
 1.148399562E-01 9.143846035E-01 -2.989817224E-02
 1.169372723E-01 9.143846035E-01 -3.013495170E-02
 1.169395298E-01 9.143846035E-01 -3.013520688E-02
 1.190540716E-01 9.143846035E-01 -3.036918864E-02
 1.190563515E-01 9.143846035E-01 -3.036944009E-02
 1.211872548E-01 9.143846035E-01 -3.059855849E-02
 1.211895496E-01 9.143846035E-01 -3.059880435E-02
 1.233366728E-01 9.143846035E-01 -3.082504869E-02
 1.233389825E-01 9.143846035E-01 -3.082529269E-02
 1.255024076E-01 9.143846035E-01 -3.104767017E-02
 1.255047321E-01 9.143846035E-01 -3.104791045E-02
 1.276853681E-01 9.143846035E-01 -3.126748651E-02
 1.276877224E-01 9.143846035E-01 -3.126772121E-02
 1.298837066E-01 9.143846035E-01 -3.148236498E-02
 1.298860759E-01 9.143846035E-01 -3.148259595E-02
 1.320993751E-01 9.143846035E-01 -3.169343993E-02
 1.321017593E-01 9.143846035E-01 -3.169366717E-02
 1.343312711E-01 9.143846035E-01 -3.190164268E-02
 1.343336701E-01 9.143846035E-01 -3.190186620E-02
 1.365784854E-01 9.143846035E-01 -3.210590035E-02
 1.365808994E-01 9.143846035E-01 -3.210612014E-02
 1.388420016E-01 9.143846035E-01 -3.230628744E-02
 1.388444304E-01 9.143846035E-01 -3.230650350E-02
 1.411208361E-01 9.143846035E-01 -3.250273690E-02
 1.411232799E-01 9.143846035E-01 -3.250294924E-02
 1.434169561E-01 9.143846035E-01 -3.269537911E-02
 1.434194297E-01 9.143846035E-01 -3.269558772E-02
 1.457274109E-01 9.143846035E-01 -3.288401663E-02
 1.457298994E-01 9.143846035E-01 -3.288421780E-02
 1.480541825E-01 9.143846035E-01 -3.306877986E-02
 1.480566859E-01 9.143846035E-01 -3.306897730E-02
 1.503962576E-01 9.143846035E-01 -3.324959800E-02
 1.503987759E-01 9.143846035E-01 -3.324979171E-02
 1.527535766E-01 9.143846035E-01 -3.342747688E-02
 1.527561098E-01 9.143846035E-01 -3.342766687E-02
 1.551271975E-01 9.143846035E-01 -3.360147774E-02
 1.551297456E-01 9.143846035E-01 -3.360166401E-02
 1.575152129E-01 9.143846035E-01 -3.377047554E-02
 1.575177759E-01 9.143846035E-01 -3.377065808E-02
 1.599184722E-01 9.143846035E-01 -3.393652663E-02
 1.599210501E-01 9.143846035E-01 -3.393670544E-02
 1.623370349E-01 9.143846035E-01 -3.409863636E-02
 1.623396426E-01 9.143846035E-01 -3.409881145E-02
 1.647709161E-01 9.143846035E-01 -3.425680846E-02
 1.647735387E-01 9.143846035E-01 -3.425697982E-02
 1.672191173E-01 9.143846035E-01 -3.441096842E-02
 1.672217548E-01 9.143846035E-01 -3.441113606E-02
 1.696826071E-01 9.143846035E-01 -3.456118703E-02
 1.696852595E-01 9.143846035E-01 -3.456134722E-02
 1.721603721E-01 9.143846035E-01 -3.470838815E-02
 1.721630394E-01 9.143846035E-01 -3.470854461E-02
 1.746525019E-01 9.143846035E-01 -3.485058248E-02
 1.746551841E-01 9.143846035E-01 -3.485073522E-02
 1.771598905E-01 9.143846035E-01 -3.498983383E-02
 1.771625876E-01 9.143846035E-01 -3.498998284E-02
 1.796805859E-01 9.143846035E-01 -3.512500226E-02
 1.796832979E-01 9.143846035E-01 -3.512514755E-02
 1.822165847E-01 9.143846035E-01 -3.525622934E-02
 1.822193116E-01 9.143846035E-01 -3.525637090E-02
 1.847659200E-01 9.143846035E-01 -3.538337350E-02
 1.847686619E-01 9.143846035E-01 -3.538351133E-02
 1.873304844E-01 9.143846035E-01 -3.550757840E-02
 1.873332411E-01 9.143846035E-01 -3.550771251E-02
 1.899084449E-01 9.143846035E-01 -3.562670574E-02
 1.899112165E-01 9.143846035E-01 -3.562683240E-02
 1.924996376E-01 9.143846035E-01 -3.574274480E-02
 1.925024241E-01 9.143846035E-01 -3.574286774E-02
 1.951051652E-01 9.143846035E-01 -3.585477546E-02
 1.951079667E-01 9.143846035E-01 -3.585489467E-02
 1.977239251E-01 9.143846035E-01 -3.596372157E-02
 1.977267414E-01 9.143846035E-01 -3.596383706E-02
 2.003570050E-01 9.143846035E-01 -3.606865555E-02
 2.003598362E-01 9.143846035E-01 -3.606876731E-02
 2.030033916E-01 9.143846035E-01 -3.616951033E-02
 2.030062377E-01 9.143846035E-01 -3.616961837E-02
 2.056631148E-01 9.143846035E-01 -3.626628220E-02
 2.056659758E-01 9.143846035E-01 -3.626638651E-02
 2.083350867E-01 9.143846035E-01 -3.635990247E-02
 2.083379626E-01 9.143846035E-01 -3.636000305E-02
 2.110213488E-01 9.143846035E-01 -3.644951060E-02
 2.110242397E-01 9.143846035E-01 -3.644960746E-02
 2.137199640E-01 9.143846035E-01 -3.653496876E-02
 2.137228698E-01 9.143846035E-01 -3.653506190E-02
 2.164317966E-01 9.143846035E-01 -3.661734238E-02
 2.164347172E-01 9.143846035E-01 -3.661743179E-02
 2.191569656E-01 9.143846035E-01 -3.669563681E-02
 2.191599011E-01 9.143846035E-01 -3.669572249E-02
 2.218943685E-01 9.143846035E-01 -3.677077591E-02
 2.218973190E-01 9.143846035E-01 -3.677085787E-02
 2.246441245E-01 9.143846035E-01 -3.684176877E-02
 2.246470749E-01 9.143846035E-01 -3.684184328E-02
 2.274071723E-01 9.143846035E-01 -3.690867871E-02
 2.274101377E-01 9.143846035E-01 -3.690874949E-02
 2.301814705E-01 9.143846035E-01 -3.697236255E-02
 2.301844507E-01 9.143846035E-01 -3.697242960E-02
 2.329690158E-01 9.143846035E-01 -3.703296557E-02
 2.329720110E-01 9.143846035E-01 -3.703302890E-02
 2.357678860E-01 9.143846035E-01 -3.708934411E-02
 2.357708961E-01 9.143846035E-01 -3.708940372E-02
 2.385790050E-01 9.143846035E-01 -3.714257479E-02
 2.385820299E-01 9.143846035E-01 -3.714263067E-02
 2.414024472E-01 9.143846035E-01 -3.719165176E-02
 2.414054871E-01 9.143846035E-01 -3.719170392E-02
 2.442371398E-01 9.143846035E-01 -3.723750636E-02
 2.442401946E-01 9.143846035E-01 -3.723755479E-02
 2.470840961E-01 9.143846035E-01 -3.728020564E-02
 2.470871508E-01 9.143846035E-01 -3.728025034E-02
 2.499423623E-01 9.143846035E-01 -3.731868789E-02
 2.499454319E-01 9.143846035E-01 -3.731872886E-02
 2.528118491E-01 9.143846035E-01 -3.735394403E-02
 2.528149486E-01 9.143846035E-01 -3.735398129E-02
 2.556926608E-01 9.143846035E-01 -3.738598153E-02
 2.556957603E-01 9.143846035E-01 -3.738601506E-02
 2.585846782E-01 9.143846035E-01 -3.741479293E-02
 2.585877776E-01 9.143846035E-01 -3.741482273E-02
 2.614879906E-01 9.143846035E-01 -3.743938357E-02
 2.614911199E-01 9.143846035E-01 -3.743940964E-02
 2.644026279E-01 9.143846035E-01 -3.746075556E-02
 2.644057572E-01 9.143846035E-01 -3.746077791E-02
 2.673274279E-01 9.143846035E-01 -3.747883067E-02
 2.673305869E-01 9.143846035E-01 -3.747884929E-02
 2.702635825E-01 9.143846035E-01 -3.749368340E-02
 2.702667415E-01 9.143846035E-01 -3.749369830E-02
 2.732109129E-01 9.143846035E-01 -3.750531003E-02
 2.732140720E-01 9.143846035E-01 -3.750532120E-02
 2.761675417E-01 9.143846035E-01 -3.751358017E-02
 2.761707306E-01 9.143846035E-01 -3.751358762E-02
 2.791354954E-01 9.143846035E-01 -3.751762956E-02
 2.791386843E-01 9.143846035E-01 -3.751763329E-02
 2.821125984E-01 9.143846035E-01 -3.751930967E-02
 2.821157873E-01 9.143846035E-01 -3.751930967E-02
 2.851009667E-01 9.143846035E-01 -3.751776367E-02
 2.851041853E-01 9.143846035E-01 -3.751776367E-02
 2.880986929E-01 9.143846035E-01 -3.751187027E-02
 2.881019115E-01 9.143846035E-01 -3.751186281E-02
 2.911075652E-01 9.143846035E-01 -3.750373796E-02
 2.911108136E-01 9.143846035E-01 -3.750373051E-02
 2.941247225E-01 9.143846035E-01 -3.749217838E-02
 2.941279709E-01 9.143846035E-01 -3.749216720E-02
 2.971521318E-01 9.143846035E-01 -3.747732937E-02
 2.971553802E-01 9.143846035E-01 -3.747731447E-02
 3.001897633E-01 9.143846035E-01 -3.745918348E-02
 3.001930416E-01 9.143846035E-01 -3.745916486E-02
 3.032356203E-01 9.143846035E-01 -3.743860498E-02
 3.032388985E-01 9.143846035E-01 -3.743858263E-02
 3.062917888E-01 9.143846035E-01 -3.741373867E-02
 3.062950671E-01 9.143846035E-01 -3.741371259E-02
 3.093561232E-01 9.143846035E-01 -3.738643602E-02
 3.093594313E-01 9.143846035E-01 -3.738640621E-02
 3.124307692E-01 9.143846035E-01 -3.735584021E-02
 3.124340773E-01 9.143846035E-01 -3.735580668E-02
 3.155136406E-01 9.143846035E-01 -3.732180968E-02
 3.155169487E-01 9.143846035E-01 -3.732177243E-02
 3.186056912E-01 9.143846035E-01 -3.728541732E-02
 3.186090291E-01 9.143846035E-01 -3.728537634E-02
 3.217059970E-01 9.143846035E-01 -3.724559024E-02
 3.217093349E-01 9.143846035E-01 -3.724554926E-02
 3.248146176E-01 9.143846035E-01 -3.720233217E-02
 3.248179555E-01 9.143846035E-01 -3.720228747E-02
 3.279323280E-01 9.143846035E-01 -3.715670854E-02
 3.279356956E-01 9.143846035E-01 -3.715666011E-02
 3.310584128E-01 9.143846035E-01 -3.710765764E-02
 3.310617805E-01 9.143846035E-01 -3.710760549E-02
 3.341926038E-01 9.143846035E-01 -3.705616668E-02
 3.341959715E-01 9.143846035E-01 -3.705611080E-02
 3.373341560E-01 9.143846035E-01 -3.700017929E-02
 3.373375237E-01 9.143846035E-01 -3.700011969E-02
 3.404848278E-01 9.143846035E-01 -3.694282472E-02
 3.404882252E-01 9.143846035E-01 -3.694276139E-02
 3.436427414E-01 9.143846035E-01 -3.688196465E-02
 3.436461389E-01 9.143846035E-01 -3.688189760E-02
 3.468079567E-01 9.143846035E-01 -3.681760281E-02
 3.468113542E-01 9.143846035E-01 -3.681753203E-02
 3.499813378E-01 9.143846035E-01 -3.675080836E-02
 3.499847651E-01 9.143846035E-01 -3.675073758E-02
 3.531619012E-01 9.143846035E-01 -3.668150678E-02
 3.531653285E-01 9.143846035E-01 -3.668143228E-02
 3.563497365E-01 9.143846035E-01 -3.660870716E-02
 3.563531637E-01 9.143846035E-01 -3.660862893E-02
 3.595447838E-01 9.143846035E-01 -3.653340042E-02
 3.595482111E-01 9.143846035E-01 -3.653331846E-02
 3.627470434E-01 9.143846035E-01 -3.645459563E-02
 3.627505004E-01 9.143846035E-01 -3.645450994E-02
 3.659554720E-01 9.143846035E-01 -3.637420386E-02
